,,bcc,,,,,,,,,,,,,,,,,,resp,,,,,,,,,,,,,,,,,
Compound,Temperature,Px(NVT),sigmaPx,Py(NVT),sigmaPy,Pz(NVT),sigmaPz,Rho(NPT),sigmaRho,Epot(NPT),sigmaE,Epot(gas),sigmaE,DHsub,sigmaH,gzip_size,D,S0,RMSD,Px(NVT),sigmaPx,Py(NVT),sigmaPy,Pz(NVT),sigmaPz,Rho(NPT),sigmaRho,Epot(NPT),sigmaE,Epot(gas),sigmaE,DHsub,sigmaH,gzip_size,D,S0,RMSD
imidazole,374,5126.35,505.739,2571.67,830.638,3917.3,885.677,1223.9,0.898246,-50.2313,0.268967,15.0922,9.21019,59.1045,9.21412,337746,0.0001,0.936366,0.0370974,6651.44,509.908,3516.43,920.289,5379.67,886.676,1069.51,0.922115,-24.4456,0.264239,25.4344,9.10842,43.661,9.11225,340391,1.8208,-0.000356826,0.169651
imidazole,378,5241.66,497.113,2740.78,894.401,4021.39,858.937,1219.67,0.756787,-49.5484,0.263743,16.4156,9.57104,59.6785,9.57467,338061,0.0002,0.930249,0.0402156,6779.92,504.101,3577.93,840.948,5304.43,816.41,1065.55,0.969284,-23.9071,0.262787,26.0989,9.3562,43.7205,9.35989,340279,1.9098,-9.00998e-05,0.169341
menh2,123,1242.26,287.568,-5289.53,243.824,-754.778,643.419,958.626,0.27722,-15.6038,0.0855194,29.397,2.33921,42.9555,2.34077,177421,0,0.982077,0.0215939,-4982.77,267.71,-6355.14,340.782,-3954.84,597.753,953.259,0.320289,-71.2082,0.0839434,-32.4133,2.28196,36.7496,2.2835,177690,0,0.96166,0.0905868
menh2,179,-800.69,329.683,-4944.43,307.185,-4162.35,828.752,938.172,0.312989,-11.4516,0.127757,31.7107,3.44452,40.1858,3.44689,178941,0,0.971557,0.0451073,-3671.74,299.235,-4710.2,412.947,-2747.47,697.529,930.727,0.399888,-67.4153,0.124778,-28.7541,3.56945,35.6847,3.57163,179371,0.0001,0.79951,0.112645
menh2,180,-796.918,310.776,-4899.85,268.688,-4149.08,673.372,937.91,0.313184,-11.3758,0.12555,32.0352,3.5023,40.4179,3.50455,179110,0,0.971402,0.0447767,-3680.92,297.528,-4714.8,439.065,-2757.04,679.593,930.447,0.408349,-67.3346,0.126466,-29.5384,3.56564,34.8031,3.56788,179538,0.0001,0.790212,0.112442
menh2,289,2557.76,610.349,2508.19,610.438,2530.15,577.772,741.603,1.03751,10.3947,0.226495,36.5194,5.60711,21.3191,5.61168,183035,4.633,-0.000320259,0.123168,2840.05,625.01,2825.87,597.053,2878.38,626.432,724.052,0.707558,-47.798,0.218395,-24.6061,5.6306,18.3863,5.63483,183192,5.9135,0.000123952,0.123046
menh2,313,3164.64,638.645,3190.51,633.625,3138.94,657.621,703.613,0.904717,13.4228,0.239681,37.7964,6.16457,19.1689,6.16923,183553,7.0454,-3.94411e-05,0.122935,3605.68,651.38,3558.94,632.423,3528.51,608.854,683.651,0.808902,-44.8489,0.228878,-23.4192,6.18867,16.225,6.1929,183737,8.3896,-4.8024e-05,0.123118
methanol,122,5481.2,379.646,-611.42,498.079,235.701,402.286,1024.6,0.372612,-24.6203,0.0860001,20.17,2.07266,42.7616,2.07444,132363,0,0.952296,0.0435188,4749.84,386.876,-223.936,573.117,440.709,399.326,1021.55,0.405007,-36.4052,0.0870615,4.94596,2.29825,39.3225,2.2999,132409,0,0.943449,0.0403842
methanol,163,6330.54,445.847,887.149,636.63,1671.01,523.855,1002.45,0.526004,-21.8641,0.11191,21.4196,2.72987,40.5733,2.73216,133290,0,0.932148,0.0454749,5792.93,395.605,1107.5,635.765,1912.62,489.506,997.637,0.524943,-33.5987,0.111787,6.32741,2.89572,37.2157,2.89788,133249,-0,0.920417,0.043853
methanol,175,6720.01,450.569,1176.11,633.482,1992.52,512.893,995.562,0.56184,-21.0406,0.1228,21.9961,2.94257,40.1267,2.94513,133525,0,0.925043,0.0458989,6084.13,431.756,1543.98,640.623,2375.7,514.704,990.511,0.571175,-32.7619,0.12214,6.94782,3.14451,36.7998,3.14688,133536,0,0.91271,0.0446651
methanol,176,6716.25,450.809,1416.62,644.09,2155.93,516.104,994.894,0.541224,-20.9721,0.122499,21.9837,2.90948,40.0292,2.91206,133546,0,0.925034,0.046042,6075.61,433.842,1580.19,678.688,2413.27,537.079,989.667,0.610067,-32.6881,0.12287,6.76444,3.06552,36.526,3.06798,133536,0,0.912347,0.0447764
methanol,226,5184.96,541.101,3738.59,687.593,3168.38,629.743,963.745,0.536224,-17.4138,0.157713,23.5891,3.71799,37.2449,3.72133,134321,0,0.891122,0.0505843,5360.51,519.564,4321.06,707.207,3749.67,672.183,865.332,0.765631,-23.9407,0.17621,8.59487,3.80694,28.7776,3.81102,135140,1.293,0.000377844,0.113099
methanol,245,5782.23,525.386,4586.98,709.593,3918.63,659.364,845.841,0.634261,-10.3047,0.186922,24.2438,3.98208,30.4746,3.98646,135543,1.5514,-4.66866e-05,0.113532,6689.41,673.297,6747.15,675.638,6717.75,714.884,843.096,0.770486,-22.1257,0.186265,9.39217,4.17163,27.4439,4.17579,135345,1.9844,-0.000345689,0.113109
naphthalene,295,6106.75,304.679,6587.14,695.486,8252.88,789.17,1251.7,0.34982,9.09225,0.343693,80.7738,11.0739,66.7762,11.0792,455056,0,0.993042,0.0191474,6166.73,307.394,7238.55,782.098,8923.96,851.506,1248.53,0.304873,78.0474,0.342591,145.254,10.8665,62.3013,10.8719,455039,-0,0.992984,0.0194263
naphthalene,353,7346.17,334.997,7869.58,805.267,9649.98,881.735,1237.68,0.365604,20.1346,0.411749,90.3966,13.0651,64.3922,13.0716,456715,0,0.991149,0.0211154,7415.03,318.804,8492.85,828.96,10293.5,939.595,1234.18,0.392396,89.1154,0.403895,155.752,13.4985,60.7668,13.5045,456662,0,0.991,0.0215329
naphthalene,421,8774.79,372.456,9267.55,891.013,11141.2,977.08,1220.12,0.466254,33.2557,0.497036,103.216,15.8649,62.9598,15.8727,458205,-0,0.988307,0.0238368,8852.35,369.037,9996.25,920.951,11785.4,999.053,1216.56,0.498929,102.195,0.483886,167.994,15.9297,58.7985,15.937,458591,0,0.98818,0.0239686
naphthalene,456,9508.4,388.835,10057.6,907.265,11904.2,998.831,1210.33,0.501954,40.0759,0.535039,108.987,17.6858,61.3286,17.6939,459801,-0,0.986352,0.0254342,9582.66,369.2,10727.4,920.432,12578.2,994.206,1206.68,0.585519,109.032,0.530896,174.694,17.608,58.0795,17.616,459398,-0,0.986316,0.0254876
octanoic_acid,170,2023.28,294.671,2424.74,257.324,4796.07,320.951,1047.09,0.165892,-205.189,0.209809,-101.743,7.91407,100.619,7.91685,839444,0.0005,0.997882,0.0384081,1998.37,312.671,2415.07,265.342,4805.12,305.666,1046.01,0.148269,-234.819,0.206947,-129.19,7.90381,102.802,7.90652,839714,0,0.997909,0.035204
octanoic_acid,289,4644.72,397.722,5318.37,334.934,6541.48,435.075,1006.56,0.26717,-172.982,0.359034,-69.3265,13.1882,98.8499,13.1931,849567,-0,0.995181,0.0479518,4651.04,368.067,5285.9,323.26,6469.04,438.268,1004.3,0.304457,-202.955,0.362142,-99.086,13.2452,99.0634,13.2501,851812,-0,0.994431,0.0631509
octanoic_acid,344,6101.15,450.678,6390.06,366.662,7300.02,468.949,970.438,0.319021,-153.989,0.450294,-54.6384,15.6124,93.6305,15.6189,853282,-0,0.989655,0.0616255,5944.56,409.578,6378.89,355.815,7264.42,485.155,968.135,0.540907,-183.319,0.45659,-86.926,15.6948,90.6729,15.7014,855747,0,0.98876,0.0740753
octanoic_acid,372,6756.2,458.171,7003.59,384.825,7755.72,477.526,847.638,0.366809,-120.358,0.509856,-48.9909,16.6601,65.1814,16.6679,863304,0.4719,0.159804,0.44577,6738.15,471.353,6993.54,391.502,7735.13,485.019,845.812,0.527331,-148.756,0.5185,-78.9935,16.9716,63.5768,16.9795,864499,0.4957,0.112792,0.442459
pentane,90,1580.28,174.322,-2520.57,266.591,1298.68,320.548,872.288,0.166469,-24.2829,0.0890067,22.5999,3.04097,45.3863,3.04227,500283,0,0.9969,0.0139542,1610.73,164.351,-2505.11,244.987,1186.62,321.087,872.723,0.164762,-52.5977,0.0907036,-5.76643,3.06532,45.3347,3.06666,500131,-0,0.996889,0.0139103
pentane,143,3398.03,216.172,-1136.38,304.161,2718.78,398.898,850.563,0.239106,-15.1925,0.141249,32.7375,4.84491,45.5522,4.84697,505010,-0,0.994396,0.0292156,3400.59,213.678,-1148.75,310.437,2592.64,430.844,851.006,0.215362,-43.4924,0.141291,1.9833,4.91516,43.0979,4.91719,505261,0,0.994414,0.0298474
pentane,205,5473.55,252.371,415.194,358.769,4263.03,499.953,815.356,0.852198,-3.53318,0.219064,40.7444,7.40105,40.8688,7.40429,509623,0,0.989228,0.0457122,5479.55,239.616,417.178,385.71,4182.73,503.083,815.904,0.786942,-31.8409,0.214707,11.2752,7.27147,39.7073,7.27464,509384,0,0.989132,0.04586
pentane,222,6016,274.089,832.849,408.283,4721.51,526.499,680.34,0.411635,12.0465,0.226833,41.8114,7.82064,26.0734,7.82393,515271,1.3661,0.000354072,0.26346,6001.97,269.035,845.21,382.672,4635.71,509.476,680.421,0.32498,-16.3761,0.227037,14.8759,8.04565,27.5605,8.04885,515168,1.4782,-0.00199435,0.264321
phenol,123,-873.125,421.862,-1088.61,379.093,-1538.91,227.002,1217.64,0.218605,-109.451,0.101435,-37.3522,3.84341,70.0535,3.84475,477100,-0,0.991311,0.0238216,-1351.37,392.737,-951.692,389.755,-1394.32,251.296,1215.6,0.254978,-183.932,0.100503,-117.126,3.81899,64.7607,3.82031,476991,-0,0.99244,0.0213797
phenol,290,1719.56,671.837,2216.88,614.556,1918.65,382.196,1154.39,0.832027,-83.7831,0.249859,-18.1346,9.20747,60.8263,9.21086,486463,0.0011,0.902347,0.0666866,2061.15,620.005,2580.34,567.616,2131.71,354.748,1134.18,0.462344,-157.742,0.247912,-97.9407,9.12632,54.9791,9.12969,486209,0.0004,0.906023,0.0445397
phenol,314,1975.71,637.76,2688.53,610.717,2527.19,383.772,1139.27,0.934883,-79.526,0.275866,-15.9903,9.59639,58.3144,9.60035,487415,0.0024,0.829861,0.0773543,2469.84,656.51,3056.4,631.9,2673.62,393.26,1121.87,0.524133,-153.587,0.275077,-94.1001,9.79118,54.2656,9.79504,487071,0.0007,0.866327,0.055032
phenol,323,2113.13,676.576,2838.48,630.819,2774.88,412.299,1132.25,0.716249,-77.7589,0.285678,-13.9312,10.1383,58.4568,10.1423,487288,0.0025,0.777554,0.0868294,2572.18,648.535,3295.49,647.182,2895.8,396.704,1116.92,0.616695,-151.851,0.283171,-91.9954,10.5192,54.4847,10.523,487462,0.0009,0.827966,0.0656092
phenol,350,2472.37,674.325,3387.17,659.403,3473.89,420.097,1019.33,0.737022,-63.0968,0.315761,-11.9751,10.7722,45.3018,10.7768,491775,0.8797,0.00147321,0.237666,3060.49,723.109,3787.82,645.627,3503.03,436.798,996.778,0.746363,-134.858,0.313332,-89.269,11.1664,39.7691,11.1708,491999,1.5116,7.17964e-05,0.236838
propane,30,648.72,99.3949,-1378.74,218.512,-2165.36,180.813,816.689,0.0944768,-22.923,0.0238463,7.22155,0.782572,29.6457,0.782935,314940,0,0.99634,0.00954438,613.949,99.6495,-1635.17,196.866,-2273.32,159.335,818.171,0.0778106,-68.3473,0.0235678,-38.1419,0.769715,29.7066,0.770076,315118,0,0.996497,0.00918955
propane,85,3244.65,154.618,258.133,371.947,-59.6566,278.832,787.625,0.296142,-16.9028,0.0664259,11.6676,2.20053,27.157,2.20153,321665,0,0.986609,0.0145601,3270.09,152.645,23.3623,363.609,-92.7469,267.807,788.59,0.240255,-62.3317,0.0680084,-33.5921,2.24559,27.3262,2.24662,321826,-0,0.986657,0.0140479
propane,86,3256.05,154.094,255.795,338.23,-40.0275,260.714,787.038,0.251964,-16.7934,0.0682694,11.5726,2.19257,26.936,2.19363,321673,0,0.986522,0.0142688,3308.37,157.589,31.9246,391.514,-87.3607,284.302,788.031,0.271724,-62.2194,0.069128,-33.7254,2.23923,27.064,2.2403,321909,-0,0.986419,0.0141159
propane,108,4224.97,167.97,915.642,397.323,767.737,320.1,775.553,0.284478,-14.4129,0.0845216,13.4226,2.74123,26.0396,2.74253,323047,0,0.978226,0.0349486,4250.72,178.193,676.341,432.883,731.358,300.441,773.92,0.322526,-59.6504,0.0858469,-31.7464,2.86218,26.1081,2.86347,323558,-0,0.979616,0.0169635
propane,117,4551.52,184.79,1125.02,438.447,1066.84,328.913,768.562,0.308766,-13.2925,0.0943343,14.2262,3.07406,25.5732,3.07551,323731,0,0.971436,0.0371542,4604.88,187.171,895.163,450.136,1046,333.202,766.449,0.44495,-58.4922,0.0960585,-31.1832,3.03535,25.3635,3.03687,323947,0,0.957564,0.0221298
pyridine,153,1619.38,536.596,938.525,521.771,-693.476,393.157,1178.68,0.525249,-91.5112,0.124406,-36.265,4.20979,52.7021,4.21163,346338,0,0.986673,0.0290929,1570,504.296,585.606,479.123,-940.452,391.051,1179.64,0.623787,-373.528,0.122822,-321.349,4.17099,49.6349,4.1728,346678,0,0.986081,0.025463
pyridine,231,3874.73,634.06,3141.25,652.952,1504.94,480.068,1142.33,0.707647,-81.6039,0.184989,-29.6886,6.28046,48.0742,6.28318,349738,0,0.975497,0.0317696,3874.71,623.721,2776.39,586.932,1297.46,452.265,1141.36,0.938148,-363.557,0.189387,-313.999,6.56661,45.7169,6.56934,349743,0,0.973754,0.0292473
pyridine,232,3864.35,624.617,3129.7,712.101,1532.98,498.529,1141.99,0.646691,-81.4782,0.187927,-29.0059,6.41833,48.6145,6.42108,349272,0,0.97522,0.0317766,3830.65,616.488,2802.73,618.431,1308.97,513.462,1141.11,0.865734,-363.438,0.190364,-313.798,6.60842,45.7822,6.61116,349795,-0,0.973479,0.0290306
pyridine,292,5543.47,678.997,4737.64,668.728,3164.24,560.484,1105.15,1.12613,-73.1255,0.246033,-23.3067,8.26515,44.9633,8.26881,351459,0,0.955995,0.0436249,5448.89,698.02,4403.9,673.034,2956.09,533.718,972.81,1.13221,-344.608,0.236016,-308.405,8.26635,31.3475,8.26972,353159,1.4762,-5.07186e-05,0.20048
pyridine,317,6205.72,743.816,5373.88,724.97,3820,526.774,956.209,1.20244,-58.9629,0.260978,-20.8251,8.86303,32.8666,8.86687,354016,1.8213,0.000286168,0.201344,6284.73,766.619,5170.14,678.884,3765.5,568.636,943.205,1.65091,-340.585,0.260333,-305.639,8.83516,29.6748,8.83899,354388,2.3963,0.000315229,0.200517
succinic_acid,295,2841.64,569.785,5565.27,675.548,7737.75,554.844,1503.3,0.26972,-434.24,0.296911,-308.086,9.82949,121.249,9.83397,371405,-0,0.995432,0.0268879,5236.89,536.854,5796.69,649.336,9927.37,528.906,1496.89,0.313235,-394.036,0.298734,-276.527,10.1188,112.604,10.1232,371300,-0,0.995218,0.0273374
succinic_acid,298,2862.08,570.977,5648.61,666.215,7807.58,552.628,1502.15,0.256019,-433.751,0.3028,-308.247,9.66471,120.549,9.66945,371593,-0,0.995364,0.0269885,5351.77,552.863,5897.12,680.403,10086.6,534.03,1495.83,0.272416,-393.558,0.301764,-275.833,10.2894,112.77,10.2938,371770,-0,0.995156,0.0274076
succinic_acid,470,8957.78,715.634,10726.2,842.3,13849.5,688.223,1428.25,0.528611,-403.79,0.497692,-285.83,15.1516,110.145,15.1598,375264,0.0001,0.989003,0.0365902,11424.1,729.028,11118.5,835.636,16174.8,703.641,1416.77,0.800834,-362.876,0.504819,-254.04,14.8629,101.021,14.8715,375241,0.0001,0.985529,0.0388259
succinic_acid,495,9869.95,682.236,11385.4,887.219,14734,672.947,1414.48,0.685908,-398.771,0.534592,-283.581,15.9429,106.959,15.9519,375513,0.0001,0.985768,0.0403958,12348.6,705.903,11772.1,880.252,17047.2,694.881,1401.5,0.825164,-357.61,0.553729,-250.882,16.2315,98.497,16.2409,375643,0.0001,0.981563,0.0426503
succinic_acid,509,10381.8,736.887,11883.7,934.328,15290.1,696.014,1406.52,0.570279,-395.902,0.534924,-281.008,16.2763,106.43,16.2851,375877,0.0001,0.983046,0.0421239,12763.7,754.537,12171.6,889.727,17545.1,706.981,1391.43,1.27553,-354.292,0.592283,-247.943,16.7401,97.8852,16.7506,375761,0.0001,0.979157,0.0447413
uracil,295,2330.42,825.772,-2798.74,956.886,1874.43,260.801,1598.74,0.295382,-783.712,0.270608,-652.424,9.09829,126.383,9.10231,372028,0,0.990748,0.0391913,3609.47,816.068,831.475,962.923,1951.7,248.428,1595.11,0.382635,-819.928,0.264603,-701.092,9.32681,113.931,9.33056,372242,-0,0.989355,0.0374306
uracil,298,2171.83,761.524,-3411.67,983.914,3212.66,313.73,1588.01,0.332805,-783.762,0.269307,-651.705,9.00692,127.102,9.01095,372478,-0,0.991018,0.0506392,4059.55,888.201,739.618,944.065,1797.15,254.75,1593.37,0.380088,-819.443,0.264959,-701.815,8.91018,112.673,8.91412,372689,-0,0.989157,0.0374152
uracil,425,5226.14,959.652,-1737.86,1153.12,4586.9,311.035,1572.21,0.515354,-765.584,0.37676,-637.822,13.2011,120.695,13.2065,375213,-0,0.983868,0.0394067,5912.61,897.075,3158.12,1105.31,5943.87,363.011,1545.73,0.464425,-801.307,0.378987,-687.588,13.0248,106.652,13.0303,375613,0,0.9835,0.0445558
uracil,611,9274.28,1205.93,2941.62,1428.08,8998.56,403.374,1509.49,0.730327,-737.594,0.569059,-617.765,18.4917,109.669,18.5005,378552,0,0.972398,0.04639,12040,736.996,6062.09,1383.26,8383.92,856.578,1497.2,0.67457,-775.3,0.553377,-668.004,18.31,97.1361,18.3184,379377,0,0.974234,0.0672328
uracil,907,17288.7,1536.08,10917.3,1702.63,14406.4,500.947,1017.32,1.16884,-650.217,0.823961,-585.719,27.8078,49.4161,27.82,386559,8.4865,4.31737e-05,0.248979,17602.8,1379.67,13870.5,1882.37,16163.5,560.51,935.729,0.861197,-687.105,0.815723,-633.464,27.4125,38.5591,27.4246,386832,12.1684,-0.000308064,0.248852
uracil,983,18910,1547.42,12763,1794.77,16079.6,538.456,915.84,0.904251,-634.237,0.89628,-575.23,30.7887,42.6614,30.8017,387632,13.558,5.76846e-05,0.249341,19837.5,1446.14,17092.2,1775.04,18329.7,675.098,767.072,2.50685,-669.165,0.896456,-625.673,30.4622,27.1464,30.4754,388278,23.4913,-0.000177365,0.248935
